Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2000-01-03,,381.65,,,,,399.25,756.9,1457.35,,1508.25,48.85,68.7,438.3,,293.5,170.0,,,,74.75,28.95,,270.85,708.5,,,,,,,213.45,,251.7,243.65,64.75,1835.05,,,,,155.7,,,,2724.2,
2000-01-04,,385.55,,,,,370.5,754.55,1465.25,,1628.95,51.4,66.35,437.15,,304.05,173.8,,,,73.05,30.25,,264.4,712.35,,,,,,,206.55,,271.85,259.1,59.85,1810.45,,,,,147.4,,,,2942.15,
2000-01-05,,383.0,,,,,359.95,735.3,1435.05,,1568.05,55.55,63.2,439.6,,292.8,166.95,,,,69.5,28.15,,261.3,726.2,,,,,,,223.1,,282.5,248.45,60.0,1746.9,,,,,138.4,,,,2990.1,
2000-01-06,,377.5,,,,,380.3,785.65,1355.85,,1661.55,60.0,64.95,474.8,,296.45,168.3,,,,70.05,28.0,,260.1,784.3,,,,,,,219.3,,294.35,261.0,60.6,1745.2,,,,,149.5,,,,2932.25,
2000-01-07,,385.7,,,,,379.85,848.5,1247.55,,1529.1,64.65,62.65,512.8,,286.55,168.35,,,,67.4,27.05,,264.45,847.05,,,,,,,215.75,,314.55,273.3,60.45,1605.6,,,,,146.35,,,,2697.7,
2000-01-10,,415.0,,,,,384.95,912.2,1205.9,,1503.9,65.5,62.3,501.95,,287.2,165.9,,,,69.9,27.5,,251.35,914.85,,,,,,,209.5,,308.5,269.5,57.35,1531.85,,,,,144.9,,,,2701.35,
2000-01-11,,415.2,,,,,372.8,853.75,1114.25,,1446.6,61.6,59.8,474.3,1554.45,283.85,163.4,,,,69.35,26.35,,239.75,883.7,,,,,,,195.1,,288.5,247.95,54.1,1507.2,,,,,141.0,,,,2485.45,
2000-01-12,,417.65,,,,,378.0,882.7,1203.4,,1490.9,63.95,61.55,458.45,1678.85,285.6,165.45,,,,74.9,27.1,,258.95,888.35,,,,,,,202.2,,301.7,244.75,54.75,1417.0,,,,,147.9,,,,2562.9,
2000-01-13,,418.7,,,,,376.0,881.4,1297.05,,1477.45,61.25,61.85,452.35,1813.2,283.85,165.1,,,,79.35,26.7,,272.5,879.75,,,,,,,198.85,,311.85,244.5,52.95,1492.5,,,,,148.85,,,,2480.25,
2000-01-14,,410.0,,,,,374.4,869.65,1280.7,,1473.5,62.35,62.45,434.95,1958.3,286.55,165.45,,,,79.0,25.95,,277.05,887.55,,,,,,,194.4,,316.3,239.2,54.0,1578.35,,,,,144.5,,,,2497.85,
2000-01-17,,411.35,,,,,375.85,875.95,1270.05,,1508.75,65.25,63.8,450.9,1801.65,302.2,178.7,,,,85.35,28.05,,265.65,817.35,,,,,,,195.0,,308.75,235.9,55.5,1704.65,,,,,143.75,,,,2697.7,
2000-01-18,,414.05,,,,,380.75,881.05,1220.15,,1450.35,65.55,66.95,431.3,1774.5,305.75,165.7,,,,84.8,27.8,,259.5,821.35,,,,,,,186.4,,314.2,236.45,53.7,1644.75,,,,,139.2,,,,2677.15,
2000-01-19,,419.35,,,,,376.85,900.85,1203.85,,1566.4,66.05,65.8,418.95,1851.15,305.25,179.0,,,,91.6,29.7,,249.85,826.1,,,,,,,192.15,,319.6,243.95,55.4,1702.3,,,,,142.15,,,,2784.5,
2000-01-20,,420.55,,,,,371.2,895.7,1208.8,,1537.05,62.4,63.4,425.55,1757.85,291.35,178.6,,,,96.35,30.6,,255.8,786.1,,,,,,,192.4,,312.85,237.7,59.2,1675.35,,,,,141.1,,,,2796.4,
2000-01-21,,425.85,,,,,369.3,888.25,1201.1,,1551.5,63.25,62.25,409.45,1781.35,299.55,188.15,,,,99.35,30.3,,257.05,831.55,,,,,,,190.75,,326.35,237.45,57.45,1809.4,,,,,138.85,,,,2989.7,
2000-01-24,,458.4,,,,,355.2,884.75,1212.0,,1521.0,59.9,62.15,415.15,1923.9,293.05,200.55,,,,107.3,29.1,,254.15,792.45,,,,,,,191.85,,326.15,228.3,53.95,1899.25,,,,,140.05,,,,3228.9,
2000-01-25,,494.7,,,,,348.55,881.25,1194.3,,1453.85,56.95,60.55,389.7,2077.85,303.15,216.6,,,,115.9,29.1,,244.05,729.55,,,,,,,189.3,,319.95,224.85,51.1,1944.1,,,,,137.7,,,,3487.25,
2000-01-27,,472.95,,,,,365.9,830.3,1190.3,,1470.35,57.05,60.8,397.65,2080.6,316.6,229.7,,,,125.2,31.45,,250.05,778.85,,,,,,,204.45,,334.95,230.15,50.45,1871.7,,,,,138.7,,,,3766.25,
2000-01-28,,480.65,,,,,375.25,792.45,1183.75,,1428.9,55.4,60.85,385.4,2196.95,324.4,227.9,,,,135.25,34.0,,249.05,719.2,,,,,,,205.4,,338.35,248.5,48.0,1928.6,,,,,136.2,,,,4067.55,
2000-01-31,,460.5,,,,,382.2,746.75,1173.1,,1366.8,51.55,58.5,384.5,2030.4,333.5,237.75,,,,146.1,36.75,,247.2,692.2,,,,,,,209.7,,328.15,244.7,45.3,1938.9,,,,,136.05,,,,3805.0,
2000-02-01,,460.3,,,,,378.95,731.5,1219.5,,1400.25,51.4,58.6,365.75,2162.25,350.55,240.95,,,,157.8,39.7,,249.35,701.55,,,,,,,215.1,,334.05,246.5,47.1,2094.05,,,,,134.75,,,,4109.4,
2000-02-02,,460.1,,,,,400.3,731.05,1270.85,,1496.0,55.55,61.05,369.1,2024.25,351.4,244.0,,,,170.45,42.9,,262.35,714.05,,,,,,,214.65,,340.15,247.5,50.9,2261.45,,,,,129.1,,,,4438.15,
2000-02-03,,456.1,,,,,381.8,714.15,1243.4,,1490.35,58.85,60.95,375.55,1956.5,341.9,225.95,,,,156.85,41.25,,259.5,709.1,,,,,,,209.7,,341.65,258.8,51.9,2214.75,,,,,125.55,,,,4793.2,
2000-02-04,,456.7,,,,,370.85,713.5,1216.15,,1481.1,63.6,59.85,373.55,1986.6,357.2,228.95,,,,144.4,38.7,,257.8,695.5,,,,,,,212.1,,344.15,255.9,54.6,2137.0,,,,,123.7,,,,5176.7,
2000-02-07,,453.65,,,,,368.4,701.7,1220.8,,1364.1,60.45,58.75,373.3,2062.95,355.45,246.7,,,,155.6,40.45,,253.95,747.3,,,,,,,216.5,,343.6,247.4,58.0,2127.3,,,,,114.0,,,,5259.15,
2000-02-08,,459.85,,,,,353.8,685.5,1205.65,,1387.95,57.35,56.95,401.95,1999.2,350.5,250.75,,,,151.55,37.25,,242.45,763.25,,,,,,,209.8,,342.4,242.3,60.45,2237.95,,,,,118.1,,,,4868.05,
2000-02-09,,457.15,,,,,380.75,707.4,1218.15,,1413.25,55.25,58.75,407.4,1999.0,329.15,252.5,,,,156.55,34.3,,250.55,824.35,,,,,,,212.75,,350.4,245.4,60.1,2159.9,,,,,117.5,,,,5209.5,
2000-02-10,,440.9,,,,,350.3,712.1,1197.6,,1418.2,56.55,61.5,401.1,1996.75,320.35,251.75,,,,169.1,35.7,,246.75,890.3,,,,,,,206.6,,355.75,248.8,56.2,2145.6,,,,,117.1,,,,5626.3,
2000-02-11,,443.35,,,,,327.7,704.15,1165.65,,1412.5,55.0,60.3,386.05,2156.5,343.65,232.1,,,,160.3,36.75,,240.95,961.55,,,,,,,191.45,,363.3,250.1,55.7,2097.35,,,,,108.7,,,,6076.4,
2000-02-14,,431.75,,,,,352.05,690.6,1152.45,,1362.15,52.4,57.15,368.8,2324.7,359.15,233.45,,,,171.7,39.45,,229.0,932.55,,,,,,,189.45,,352.1,266.6,51.25,2114.1,,,,,102.05,,,,6562.55,
2000-02-15,,416.65,,,,,332.9,653.3,1151.8,,1350.85,49.1,57.85,355.7,2508.4,332.6,227.6,,,,164.2,36.95,,227.25,1006.5,,,,,,,177.9,,344.35,253.9,47.45,2031.75,,,,,102.05,,,,7087.55,
2000-02-16,,399.1,,,,,330.05,674.7,1164.75,,1379.2,45.5,58.15,365.5,2423.1,341.6,245.85,,,,177.05,39.1,,228.15,997.2,,,,,,,186.25,,348.15,250.0,47.0,2050.15,,,,,104.0,,,,7654.55,
2000-02-17,,392.6,,,,,327.75,677.0,1257.85,,1489.55,46.5,62.8,357.4,2614.7,339.2,250.4,,,,179.75,38.85,,230.55,1030.1,,,,,,,186.65,,354.55,250.0,48.05,2214.2,,,,,109.95,,,,8266.95,
2000-02-18,,402.45,,,,,301.6,667.05,1201.15,,1608.75,45.9,67.85,345.7,2775.95,327.9,242.6,,,,174.35,37.55,,219.85,956.8,,,,,,,183.25,,349.45,241.1,45.7,2391.35,,,,,106.75,,,,8928.35,
2000-02-21,,402.75,,,,,293.95,665.7,1166.7,,1573.25,45.8,73.3,318.05,2819.15,319.15,236.15,,,,170.2,36.6,,213.95,979.9,,,,,,,179.3,,345.65,244.2,42.9,2582.7,,,,,106.45,,,,9587.45,
2000-02-22,,400.45,,,,,270.45,657.45,1126.75,,1473.0,44.65,79.2,292.75,2700.3,305.95,217.55,,,,158.9,34.05,,206.4,941.3,,,,,,,175.3,,334.35,237.1,39.8,2673.8,,,,,107.25,,,,8820.45,
2000-02-23,,406.85,,,,,264.45,665.65,1143.35,,1590.85,43.1,83.7,285.1,2548.8,330.45,219.45,,,,156.9,35.05,,213.4,866.05,,,,,,,175.0,,329.8,234.05,41.25,2584.8,,,,,108.5,,,,8114.85,
2000-02-24,,400.5,,,,,270.1,662.1,1149.55,,1568.95,40.75,77.0,284.05,2464.1,351.7,227.0,,,,148.8,34.65,,212.0,842.7,,,,,,,171.8,,336.75,243.35,41.75,2766.7,,,,,107.05,,,,7465.7,
2000-02-25,,392.95,,,,,270.05,641.85,1134.75,,1555.25,40.75,70.85,304.35,2317.3,379.85,227.0,,,,160.3,33.4,,208.95,810.15,,,,,,,163.35,,328.6,241.0,44.8,2664.05,,,,,102.6,,,,6868.45,
2000-02-28,,400.45,,,,,291.55,635.85,1195.45,,1669.5,43.6,69.7,328.7,2262.75,409.7,227.55,,,,173.15,34.2,,220.5,803.5,,,,,,,176.45,,333.1,245.45,46.25,2877.0,,,,,102.95,,,,6994.45,
2000-02-29,,376.4,,,,,274.3,611.5,1149.5,,1550.05,41.1,65.55,323.8,2081.75,401.7,216.8,,,,171.3,32.75,,221.6,746.85,,,,,,,167.25,,310.85,228.75,45.55,2665.15,,,,,101.1,,,,6616.75,
2000-03-01,,399.7,,,,,275.95,562.6,1057.55,,1527.0,42.45,68.2,321.5,2248.3,433.85,234.15,,,,185.0,35.0,,221.9,753.75,,,,,,,172.5,,316.8,236.2,45.2,2469.15,,,,,101.65,,,,7144.4,
2000-03-02,,390.0,,,,,257.2,517.6,972.95,,1405.8,41.65,63.65,347.25,2428.2,468.6,252.9,,,,199.8,34.4,,204.15,724.6,,,,,,,160.25,,291.75,226.0,42.5,2501.25,,,,,96.2,,,,7495.85,
2000-03-03,,404.8,,,,,249.4,504.6,895.15,,1293.35,41.25,60.6,371.2,2443.6,473.05,273.15,,,,215.8,32.95,,189.95,675.35,,,,,,,155.3,,268.45,208.2,39.2,2301.15,,,,,89.4,,,,6896.2,
2000-03-06,,398.05,,,,,229.5,475.3,929.65,,1313.6,37.95,60.0,370.45,2249.75,443.5,266.05,,,,233.1,32.25,,178.45,729.4,,,,,,,157.3,,253.95,212.1,42.3,2117.1,,,,,87.6,,,,6938.8,
2000-03-07,,376.55,,,,,211.15,469.35,924.7,,1417.05,34.95,57.2,341.15,2069.8,412.2,258.2,,,,238.15,30.75,,172.85,780.6,,,,,,,150.55,,242.3,207.5,38.95,2023.35,,,,,85.2,,,,6473.15,
2000-03-08,,399.95,,,,,195.9,489.4,927.4,,1315.0,32.35,61.4,364.9,1975.4,416.7,272.05,,,,219.35,29.55,,168.3,807.55,,,,,,,147.4,,232.95,191.45,38.15,649.8,,,,,80.0,,,,6761.95,
2000-03-09,,423.5,,,,,197.9,499.65,901.4,,1209.8,31.15,65.35,371.1,1911.55,399.6,269.6,,,,201.8,29.55,,173.9,828.7,,,,,,,154.0,,231.3,178.9,36.85,653.3,,,,,74.05,,,,6433.85,
2000-03-10,,402.2,,,,,198.65,486.15,973.55,,1306.4,31.15,65.35,351.4,1798.9,397.55,254.15,,,,211.65,31.95,,171.65,837.4,,,,,,,144.7,,216.85,170.4,35.05,645.7,,,,,72.45,,,,6342.25,
2000-03-13,,399.95,,,,,198.85,512.0,1051.45,,1410.95,30.6,64.75,331.8,1655.0,381.6,269.95,,,,201.1,34.45,,166.2,829.05,,,,,,,140.5,,203.2,164.35,32.5,667.85,,,,,74.5,,,,5834.9,
2000-03-14,,400.15,,,,,212.85,519.95,1135.6,,1523.85,29.6,64.95,319.2,1667.75,396.65,265.4,,,,201.2,31.85,,166.85,859.0,,,,,,,144.0,,219.2,177.5,32.8,721.3,,,,,80.5,,,,5368.15,
2000-03-15,,407.45,,,,,223.6,540.1,1150.4,,1570.35,32.0,64.8,324.05,1801.2,400.5,259.85,,,,210.35,31.55,,174.95,851.7,,,,,,,153.05,,236.75,186.5,35.4,746.1,,,,,86.95,,,,4938.7,
2000-03-16,,410.0,,,,,222.95,543.65,1063.25,,1445.75,34.6,64.95,318.2,1945.3,398.2,256.95,,,,203.95,29.65,,169.3,785.65,,,,,,,148.65,,234.85,199.7,34.5,761.95,,,,,91.0,,,,4596.2,
2000-03-21,,418.05,,,,,240.4,544.85,1135.15,,1561.0,37.4,60.05,292.9,2100.95,406.35,255.8,,,,191.75,27.75,,166.7,725.15,,,,,,,138.6,,237.9,212.9,34.8,798.9,,,,,90.4,,,,4245.0,
2000-03-22,,422.5,,,,,255.45,573.25,1167.9,,1685.9,40.4,60.05,286.85,2269.05,413.25,261.15,,,,200.35,27.75,,180.05,740.45,,,,,,,143.65,,243.4,212.1,34.8,735.0,,,,,96.2,,,,4584.6,
2000-03-23,,416.15,,,,,262.15,579.45,1165.15,,1608.15,41.8,60.05,277.45,2148.35,409.85,280.4,,,,216.4,27.75,,193.7,704.75,,,,,,,143.5,,240.95,200.4,34.8,725.2,,,,,98.1,,,,4951.4,
2000-03-24,,415.35,,,,,245.2,599.3,1118.15,,1651.55,40.6,60.05,270.6,2123.35,416.8,273.4,,,,233.75,27.75,,203.4,721.4,,,,,,,145.35,,240.6,197.25,34.8,733.25,,,,,94.5,,,,5347.55,
2000-03-27,,415.6,,,,,225.85,636.6,1064.4,,1721.95,41.55,60.05,277.6,2102.6,417.4,271.7,,,,237.65,27.75,,190.8,720.5,,,,,,,139.3,,259.85,193.1,34.8,675.0,,,,,88.6,,,,5775.35,
2000-03-28,,417.0,,,,,243.95,629.6,1027.6,,1584.2,40.7,60.05,281.0,2004.5,412.7,275.1,,,,221.95,27.75,,191.95,701.95,,,,,,,137.8,,280.65,200.35,34.8,621.8,,,,,88.45,,,,6117.7,
2000-03-29,,415.0,,,,,262.15,643.65,1048.4,,1457.5,41.0,60.05,287.05,2023.15,380.3,265.4,,,,239.75,27.75,,191.5,723.15,,,,,,,137.25,,271.3,197.55,34.8,593.65,,,,,88.1,,,,6607.15,
2000-03-30,,437.75,,,,,251.9,621.2,1050.8,,1513.05,40.0,60.05,285.7,1865.15,363.85,262.55,,,,258.95,27.75,,183.5,720.15,,,,,,,135.5,,293.0,200.5,34.8,611.95,,,,,89.55,,,,6078.6,
2000-03-31,,423.2,,,,,260.5,619.8,1133.35,,1632.35,42.6,60.05,307.45,1722.05,393.0,257.2,,,,267.05,27.75,,190.65,741.45,,,,,,,136.5,,316.45,204.75,34.8,633.15,,,,,89.9,,,,5592.35,
2000-04-03,,413.6,,,,,281.35,601.35,1201.1,,1549.35,42.35,60.05,325.85,1584.3,424.45,247.15,,,,247.45,27.75,,192.4,797.0,,,,,,,133.75,,328.6,213.3,34.8,586.4,,,,,90.0,,,,5145.0,
2000-04-04,,413.1,,,,,268.55,567.8,1161.45,,1425.4,39.0,60.05,319.85,1457.6,458.45,227.4,,,,229.25,27.75,,184.4,733.25,,,,,,,130.5,,302.35,196.35,34.8,539.5,,,,,85.15,,,,4733.4,
2000-04-05,,411.2,,,,,259.3,578.8,1169.3,,1444.05,38.1,60.05,339.4,1495.15,469.8,209.25,,,,210.95,27.75,,182.2,698.75,,,,,,,132.5,,302.25,196.2,34.8,566.05,,,,,83.55,,,,4780.85,
2000-04-06,,409.55,,,,,254.75,590.5,1148.35,,1422.5,37.15,60.05,335.3,1598.5,459.25,192.55,,,,202.85,27.75,,185.5,682.8,,,,,,,126.0,,326.15,203.9,34.8,537.45,,,,,77.15,,,,4883.85,
2000-04-07,,415.4,,,,,272.65,597.35,1239.45,,1535.25,40.15,60.05,361.35,1726.4,490.95,207.95,,,,219.1,27.75,,191.45,730.95,,,,,,,132.4,,352.25,218.1,34.8,580.45,,,,,83.35,,,,5274.6,
2000-04-10,,413.9,,,,,268.6,581.45,1301.55,,1628.35,40.8,60.05,390.3,1864.55,477.7,224.6,,,,236.65,27.75,,184.95,736.0,,,,,,,133.0,,364.55,221.3,34.8,626.9,,,,,83.6,,,,5696.6,
2000-04-11,,434.8,,,,,268.4,577.9,1298.7,,1606.15,40.55,60.05,389.0,1893.8,464.3,226.2,,,,242.8,27.75,,180.0,717.0,,,,,,,128.05,,353.75,220.75,34.8,593.4,,,,,83.8,,,,5627.95,
2000-04-12,,424.95,,,,,261.6,571.2,1238.0,,1566.35,42.0,60.05,361.35,1755.4,453.25,233.0,,,,236.95,27.75,,183.6,721.85,,,,,,,130.6,,337.95,217.95,34.8,605.55,,,,,82.35,,,,5413.8,
2000-04-13,,419.15,,,,,260.45,571.85,1212.9,,1556.85,41.2,60.05,364.0,1615.0,448.7,231.45,,,,224.5,27.75,,182.4,685.65,,,,,,,127.8,,310.95,204.85,34.8,578.65,,,,,81.5,,,,4980.7,
2000-04-17,,419.8,,,,,247.35,526.1,1133.15,,1432.3,41.7,60.05,356.25,1485.8,433.1,212.95,,,,209.25,27.75,,171.75,630.8,,,,,,,117.6,,298.4,197.3,34.8,532.4,,,,,83.15,,,,4582.25,
2000-04-18,,418.95,,,,,239.8,505.5,1146.1,,1388.35,43.15,60.05,367.05,1377.55,445.4,222.1,,,,219.9,27.75,,172.05,580.7,,,,,,,109.3,,300.05,201.0,34.8,544.55,,,,,81.45,,,,4215.7,
2000-04-19,,415.0,,,,,222.65,521.2,1097.6,,1380.0,43.65,60.05,371.7,1267.95,459.35,226.45,,,,217.55,27.75,,172.55,582.2,,,,,,,100.6,,314.85,202.75,34.8,501.0,,,,,81.75,,,,3995.6,
2000-04-20,,415.0,,,,,209.35,530.15,1034.7,,1316.15,42.45,60.05,377.9,1346.75,475.1,225.7,,,,215.45,27.75,,169.6,575.7,,,,,,,103.8,,337.75,203.45,34.8,493.95,,,,,80.5,,,,4095.95,
2000-04-24,,415.3,,,,,204.95,505.95,954.45,,1375.7,39.7,60.05,377.3,1454.5,448.05,232.1,,,,206.15,27.75,,167.8,530.95,,,,,,,106.75,,336.95,201.2,34.8,472.95,,,,,75.2,,,,4087.95,
2000-04-25,,408.5,,,,,196.4,508.95,953.95,,1286.4,39.7,60.05,376.75,1536.45,456.9,230.95,,,,202.7,27.75,,159.55,513.6,,,,,,,106.15,,332.05,200.7,34.8,436.3,,,,,70.75,,,,3760.95,
2000-04-26,,413.3,,,,,197.25,520.7,1006.95,,1384.25,40.25,60.05,363.75,1659.4,460.65,249.25,,,,218.95,27.75,,170.2,554.7,,,,,,,110.75,,357.95,215.1,34.8,430.45,,,,,76.0,,,,3995.35,
2000-04-27,,412.3,,,,,190.65,510.15,968.35,,1307.5,39.8,60.05,340.95,1526.65,460.15,245.5,,,,229.2,27.75,,166.65,574.95,,,,,,,108.5,,345.65,206.7,34.8,397.15,,,,,73.15,,,,3675.75,
2000-04-28,,407.0,,,,,175.4,505.45,890.9,,1291.3,37.95,60.05,354.75,1558.0,472.35,245.15,,,,235.5,27.75,,160.55,569.2,,,,,,,109.65,,345.05,206.45,34.8,369.2,,,,,69.95,,,,3381.7,
2000-05-02,,407.2,,,,,154.6,505.45,784.0,,1136.45,36.45,60.05,327.85,1371.05,479.35,251.2,,,,220.25,27.75,,148.9,527.95,,,,,,,107.8,,329.15,195.75,34.8,324.9,,,,,68.2,,,,2975.9,
2000-05-03,,388.85,,,,,162.85,495.85,776.05,,1206.45,34.55,60.05,321.85,1424.05,460.85,246.2,,,,223.0,27.75,,137.85,525.7,,,,,,,108.35,,328.0,196.6,34.8,360.0,,,,,70.0,,,,2639.85,
2000-05-04,,391.4,,,,,168.8,533.3,841.2,,1289.2,35.95,60.05,311.4,1530.55,455.75,250.8,,,,211.45,27.75,,138.65,549.15,,,,,,,110.5,,337.2,203.1,34.8,403.2,,,,,69.8,,,,2943.3,
2000-05-05,,394.95,,,,,161.45,578.6,819.55,,1336.65,36.95,60.05,274.25,1701.65,449.0,259.85,,,,215.8,27.75,,135.45,564.4,,,,,,,108.7,,335.35,201.4,34.8,451.6,,,,,68.95,,,,3268.35,
2000-05-08,,393.1,,,,,156.2,590.4,826.75,,1324.65,38.0,60.05,241.35,1604.6,437.55,260.45,,,,210.1,27.75,,131.8,520.35,,,,,,,102.25,,324.0,198.4,34.8,461.1,,,,,65.6,,,,2878.1,
2000-05-09,,395.15,,,,,158.95,589.8,820.05,,1381.15,38.0,60.05,242.0,1568.65,424.95,261.4,,,,219.0,27.75,,129.25,529.1,,,,,,,100.45,,328.35,197.15,34.8,449.15,,,,,65.5,,,,2945.3,
2000-05-10,,391.6,,,,,161.9,590.15,824.35,,1303.95,37.85,60.05,227.3,1474.3,441.75,262.65,,,,215.25,27.75,,133.1,533.0,,,,,,,104.95,,325.25,197.65,34.8,431.5,,,,,62.5,,,,2854.9,
2000-05-11,,388.25,,,,,159.7,593.8,792.3,,1279.45,38.15,60.05,227.15,1297.4,448.65,265.8,,,,204.25,27.75,,132.65,533.25,,,,,,,103.85,,316.75,189.5,34.8,398.4,,,,,60.45,,,,2540.4,
2000-05-12,,378.1,,,,,157.55,570.15,775.6,,1264.5,37.9,60.05,220.1,1156.4,461.05,262.1,,,,208.25,27.75,,133.6,559.45,,,,,,,104.9,,315.9,187.1,34.8,357.05,,,,,61.1,,,,2427.1,
2000-05-15,,373.1,,,,,153.9,540.15,789.6,,1244.6,38.45,60.05,220.5,1274.15,460.4,257.1,,,,209.25,27.75,,136.7,580.45,,,,,,,104.45,,319.5,188.6,34.8,354.2,,,,,59.6,,,,2460.15,
2000-05-16,,377.3,,,,,160.2,515.9,796.95,,1372.85,38.15,60.05,220.9,1361.05,471.75,256.25,,,,207.95,27.75,,143.2,625.8,,,,,,,105.85,,317.4,188.25,34.8,385.85,,,,,59.85,,,,2440.8,
2000-05-17,,373.85,,,,,171.35,512.0,790.1,,1330.3,37.1,60.05,237.65,1278.9,461.35,258.05,,,,209.7,27.75,,152.55,618.55,,,,,,,113.85,,318.85,190.15,34.8,400.6,,,,,62.6,,,,2350.1,
2000-05-18,,371.0,,,,,191.95,510.7,770.75,,1323.3,37.0,60.05,232.7,1271.45,465.45,256.05,,,,210.05,27.75,,155.8,604.7,,,,,,,115.85,,310.1,184.3,34.8,409.4,,,,,62.8,,,,2068.1,
2000-05-19,,366.5,,,,,182.1,501.85,805.65,,1330.55,37.0,60.05,232.4,1208.2,477.65,255.75,,,,210.1,27.75,,153.5,619.05,,,,,,,114.8,,315.6,185.3,34.8,454.15,,,,,59.7,,,,1999.65,
2000-05-22,,358.45,,,,,186.0,499.05,769.0,,1305.5,36.15,60.05,226.45,1093.85,486.15,248.85,,,,205.6,27.75,,153.05,628.45,,,,,,,114.85,,312.45,182.8,34.8,442.05,,,,,59.85,,,,1787.1,
2000-05-23,,397.0,,,,,189.15,499.65,682.05,,1231.9,37.5,60.05,221.05,994.8,501.9,233.75,,,,208.95,27.75,,153.3,643.1,,,,,,,114.75,,314.75,180.4,34.8,430.25,,,,,60.05,,,,1830.05,
2000-05-24,,428.25,,,,,211.85,501.75,697.2,,1247.95,34.55,60.05,231.0,1001.1,486.4,242.1,,,,206.65,27.75,,149.8,624.95,,,,,,,117.35,,312.75,180.6,34.8,442.15,,,,,63.0,,,,1817.05,
2000-05-25,,421.95,,,,,229.55,509.9,680.5,,1247.4,33.55,60.05,257.7,1018.5,473.0,233.6,,,,207.7,27.75,,153.4,654.55,,,,,,,121.85,,312.8,184.3,34.8,436.65,,,,,66.3,,,,1812.6,
2000-05-26,,424.1,,,,,240.4,549.55,697.35,,1266.15,33.3,60.05,288.65,974.2,483.3,230.25,,,,207.65,27.75,,151.05,671.8,,,,,,,123.1,,316.45,187.8,34.8,416.75,,,,,68.0,,,,1610.7,
2000-05-29,,428.3,,,,,240.35,584.2,705.55,,1322.55,36.0,60.05,290.65,984.9,541.3,224.65,,,,209.75,27.75,,151.1,670.5,,,,,,,124.45,,339.45,192.5,34.8,427.25,,,,,69.05,,,,1671.4,
2000-05-30,,420.6,,,,,229.6,598.4,721.25,,1355.5,38.9,60.05,283.3,1097.7,543.65,223.8,,,,210.45,27.75,,152.4,739.15,,,,,,,127.65,,343.8,198.6,34.8,437.3,,,,,71.55,,,,1722.15,
2000-05-31,,426.15,,,,,205.4,620.25,773.0,,1393.45,40.9,60.05,268.4,1229.45,478.45,230.3,,,,211.4,27.75,,150.7,725.6,,,,,,,128.4,,343.9,203.8,34.8,443.6,,,,,73.95,,,,1867.85,
2000-06-01,,426.25,,,,,181.05,607.15,777.0,,1334.65,38.35,60.05,261.6,1122.15,496.35,229.25,,,,208.5,27.75,,145.0,695.65,,,,,,,124.35,,339.2,199.3,34.8,436.15,,,,,69.75,,,,1756.7,
2000-06-02,,422.35,,,,,182.9,619.95,791.5,,1329.65,37.45,60.05,248.2,1256.85,525.35,244.5,,,,207.0,27.75,,150.45,696.5,,,,,,,125.15,,337.45,202.05,34.8,450.8,,,,,70.7,,,,1889.85,
2000-06-05,,418.55,,,,,195.35,612.8,765.0,,1274.5,38.15,60.05,236.6,1391.9,544.7,247.05,,,,231.65,27.75,,149.95,665.1,,,,,,,126.65,,339.2,205.8,34.8,467.7,,,,,70.75,,,,2061.85,
2000-06-06,,419.9,,,,,195.3,613.0,735.95,,1277.1,36.6,60.05,240.3,1493.3,530.7,244.6,,,,230.1,27.75,,148.9,667.95,,,,,,,124.45,,338.8,209.0,34.8,482.7,,,,,68.5,,,,2296.2,
2000-06-07,,416.6,,,,,207.7,602.15,742.4,,1298.2,36.45,60.05,249.5,1475.75,513.2,239.5,,,,217.0,27.75,,149.25,688.25,,,,,,,126.1,,337.95,208.85,34.8,509.45,,,,,69.25,,,,2428.75,
2000-06-08,,415.35,,,,,215.2,591.6,748.9,,1294.95,37.0,60.05,252.4,1439.4,515.25,240.35,,,,212.95,27.75,,152.75,707.6,,,,,,,129.25,,340.85,220.2,34.8,569.25,,,,,69.0,,,,2442.5,
2000-06-09,,413.2,,,,,216.85,589.0,773.55,,1303.45,37.35,60.05,261.25,1394.8,509.35,245.25,,,,214.15,27.75,,153.2,699.5,,,,,,,129.55,,341.2,223.0,34.8,527.45,,,,,67.9,,,,2395.15,
2000-06-12,,405.85,,,,,214.35,586.15,775.6,,1279.35,37.5,60.05,260.05,1412.0,503.6,244.35,,,,210.6,27.75,,150.85,688.25,,,,,,,130.8,,339.4,218.2,34.8,489.0,,,,,67.8,,,,2376.45,
