Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2005-02-28,,355.45,,,,,428.2,930.05,260.6,,720.3,334.55,241.35,1346.9,338.65,778.75,587.3,,,,380.9,55.0,,490.85,1294.1,,329.05,1088.25,473.1,,93.0,852.7,,556.25,714.65,317.1,476.4,475.95,,1380.9,,207.5,373.6,,,699.5,
2005-03-01,,358.85,,,,,408.2,924.55,259.55,,724.55,321.0,238.95,1329.9,329.65,782.15,577.55,,,,372.25,55.5,,468.25,1338.65,,355.6,1136.35,463.5,,93.0,866.75,,547.55,695.6,321.35,485.0,465.35,,1357.45,,215.4,364.6,,,675.65,
2005-03-02,,362.15,,,,,405.95,928.9,258.1,,724.4,321.9,240.5,1347.05,332.5,770.25,576.75,,,,389.5,55.4,,465.2,1340.95,,373.95,1113.8,462.1,,93.4,856.8,,549.65,706.4,328.15,482.3,463.55,,1368.0,,215.95,365.45,,,671.1,
2005-03-03,,360.05,,,,,409.75,930.05,268.25,,721.9,319.55,244.35,1360.15,337.35,773.55,576.1,,,,397.0,55.9,,473.15,1346.9,,369.25,1101.65,473.85,,93.95,889.8,,558.6,717.1,343.75,484.45,479.1,,1389.55,,217.35,363.65,,,696.55,
2005-03-04,,353.45,,,,,407.9,930.25,270.2,,724.9,330.05,244.9,1372.25,345.35,786.9,585.9,,,,397.7,55.05,,489.85,1372.95,,362.1,1117.6,483.6,,93.95,892.45,,572.05,713.45,352.45,484.6,487.4,,1392.25,,215.7,364.45,,,720.05,
2005-03-07,,353.05,,,,,406.3,930.0,266.7,,724.15,330.3,242.9,1369.1,349.95,802.45,601.15,,,,399.3,55.1,,486.65,1366.1,,366.5,1099.2,469.2,,92.2,903.25,,586.9,726.6,354.7,484.95,479.0,,1400.2,,227.8,364.2,,,721.85,
2005-03-08,,363.25,,,,,411.8,930.0,272.45,,745.0,331.25,247.6,1362.6,356.8,794.45,614.2,,,,398.95,59.05,,484.35,1374.0,,357.7,1107.4,465.2,,93.9,903.3,,591.1,724.05,370.05,484.35,482.35,,1413.95,,225.5,360.15,,,717.45,
2005-03-09,,358.1,,,,,402.7,930.0,295.45,,751.5,322.45,244.45,1374.3,357.1,801.25,624.15,,,,390.5,56.6,,480.6,1372.95,,367.8,1097.45,459.95,,92.5,913.15,,587.85,720.85,352.25,488.75,468.3,,1407.5,,220.8,374.2,,,713.55,
2005-03-10,,359.05,,,,,402.85,926.65,284.8,,758.15,320.0,249.0,1397.25,363.25,820.05,615.4,,,,392.05,56.5,,476.25,1381.15,,372.45,1090.9,461.6,,93.05,931.25,,594.0,742.1,356.4,487.6,467.85,,1399.55,,239.25,379.9,,,704.5,
2005-03-11,,357.15,,,,,399.85,930.0,280.3,,743.85,320.2,247.2,1370.0,360.8,802.0,609.7,,,,390.5,56.65,,477.0,1345.6,,373.75,1093.85,457.65,,93.5,911.1,,587.95,736.9,350.8,486.4,462.35,,1427.45,,254.25,387.65,,,697.6,
2005-03-14,,362.65,,,,,393.9,930.0,275.2,,741.55,320.3,242.8,1369.75,370.65,800.8,602.7,,,,384.2,56.5,,474.85,1334.45,,361.15,1096.55,453.8,,93.0,910.55,,579.0,734.1,347.0,485.6,464.85,,1451.85,,254.9,374.55,,,693.95,
2005-03-15,,373.35,,,,,389.05,925.1,283.5,,753.65,320.05,240.6,1360.45,366.7,788.25,593.9,,,,382.6,55.15,,475.5,1339.5,,360.9,1086.15,449.45,,91.75,913.05,,570.85,731.75,350.65,489.65,456.4,,1442.65,,246.7,370.5,,,683.7,
2005-03-16,,376.0,,,,,393.0,930.05,283.3,,756.75,319.95,236.85,1340.35,367.05,783.2,594.15,,,,400.95,55.05,,476.3,1335.2,,365.0,1064.95,449.85,,91.35,909.15,,574.3,728.0,349.15,485.8,456.85,,1452.05,,248.4,367.8,,,682.95,
2005-03-17,,389.6,,,,,386.7,930.0,282.1,,747.7,312.8,231.3,1304.95,365.25,780.15,572.4,,,,401.4,55.05,,467.3,1334.2,,363.7,1049.05,437.45,,90.05,912.4,,562.5,726.2,341.35,481.25,453.2,,1460.95,,238.9,368.1,,,679.45,
2005-03-18,,391.75,,,,,383.8,930.6,276.55,,718.75,305.2,229.45,1290.35,365.2,761.1,565.9,,,,413.05,53.6,,466.65,1311.15,,364.8,1032.7,448.0,,89.7,911.0,,571.85,727.8,337.55,484.15,460.95,,1468.7,,236.9,372.7,,,686.0,
2005-03-21,,392.35,,,,,387.05,902.85,274.25,,723.35,300.05,228.0,1259.35,359.45,752.6,559.2,,,,408.45,53.55,,459.8,1296.55,,365.2,1023.15,428.95,,88.15,905.2,,559.7,722.7,334.3,478.95,450.65,,1456.45,,242.85,361.35,,,684.85,
2005-03-22,,391.5,,,,,380.15,875.45,263.9,,730.85,318.6,227.3,1245.4,352.7,738.65,551.75,,,,395.25,51.85,,449.45,1276.35,,365.6,1008.1,420.8,,85.7,895.1,,544.7,693.25,321.55,481.4,434.5,,1443.55,,234.95,364.8,,,676.2,
2005-03-23,,391.0,,,,,372.9,850.35,260.35,,753.95,299.6,215.65,1222.65,348.3,708.1,531.65,,,,390.25,51.25,,436.85,1284.0,,344.3,985.1,411.75,,83.95,861.6,,552.75,657.7,316.65,475.8,423.15,,1421.25,,219.7,361.05,,,655.7,
2005-03-24,,391.15,,,,,373.05,860.55,253.35,,751.25,297.9,217.7,1231.8,349.55,691.05,519.45,,,,390.35,50.6,,431.55,1321.9,,330.25,971.6,411.75,,84.1,850.85,,560.0,664.4,307.65,473.35,416.1,,1384.35,,218.35,351.65,,,645.4,
2005-03-28,,391.35,,,,,365.3,840.8,257.15,,772.55,297.8,219.7,1206.2,351.9,708.85,532.95,,,,397.85,51.05,,433.5,1313.65,,338.8,1006.05,421.2,,86.1,861.9,,566.1,665.6,317.2,470.25,417.95,,1392.4,,225.0,346.1,,,643.2,
2005-03-29,,385.1,,,,,352.9,851.45,250.95,,742.0,295.75,212.1,1191.2,344.25,689.4,536.95,,,,389.85,49.65,,426.05,1275.1,,336.0,982.0,411.85,,84.75,833.15,,549.15,641.7,321.75,475.25,407.9,,1370.9,,212.1,340.55,,,641.2,
2005-03-30,,391.3,,,,,351.25,851.0,251.15,,745.6,300.25,207.7,1204.45,356.9,734.8,533.25,,,,383.0,52.5,,424.6,1281.8,,344.85,978.6,418.95,,85.35,859.65,,543.15,661.05,325.95,474.05,411.2,,1390.55,,216.85,348.45,,,630.35,
2005-03-31,,391.95,,,,,353.5,849.15,255.8,,739.15,310.15,212.2,1214.45,372.5,729.0,544.85,,,,392.8,50.15,,438.0,1342.05,,339.45,999.5,421.3,,85.3,885.3,,546.05,654.8,341.8,466.5,413.7,,1432.05,,231.7,354.75,,,670.95,
2005-04-01,,393.45,,,,,368.05,859.25,259.05,,743.5,318.05,219.1,1229.55,383.55,716.65,551.55,,,,406.05,52.55,,449.2,1352.65,,339.25,1021.1,430.5,,87.6,880.95,,564.6,670.1,333.4,465.2,433.2,,1450.95,,241.65,353.75,,,672.65,
2005-04-04,,391.05,,,,,359.2,854.1,260.9,,744.5,323.75,219.75,1234.55,377.6,725.4,552.2,,,,418.35,53.55,,440.45,1349.25,,330.4,1034.2,420.05,,86.0,892.95,,565.05,667.0,341.55,470.15,425.35,,1427.75,,248.0,356.1,,,674.3,
2005-04-05,,391.0,,,,,363.0,848.2,259.7,,746.55,327.8,215.8,1212.55,382.75,725.65,539.95,,,,425.45,53.55,,442.55,1350.65,,334.7,1027.85,403.1,,85.95,912.15,,556.05,645.4,337.6,465.7,406.4,,1425.45,,244.8,344.95,,,660.6,
2005-04-06,,391.05,,,,,365.85,838.85,258.8,,747.75,321.45,217.55,1228.0,379.95,714.95,553.35,,,,425.25,54.5,,452.4,1370.6,,335.55,1025.0,407.5,,85.0,915.55,,571.6,651.55,330.05,462.05,412.25,,1441.35,,246.75,353.2,,,669.45,
2005-04-07,,391.0,,,,,366.35,852.65,252.65,,749.3,313.25,216.15,1219.25,377.85,717.6,563.15,,,,408.7,57.1,,453.1,1375.35,,336.1,1003.8,410.45,,85.05,895.7,,565.45,655.05,343.9,460.35,422.05,,1425.2,,247.65,357.75,,,680.15,
2005-04-08,,395.4,,,,,364.2,844.7,251.6,,746.1,314.7,213.15,1201.3,370.6,712.5,546.65,,,,403.95,56.1,,453.95,1400.2,,328.05,983.55,411.5,,85.85,886.05,,556.85,653.15,340.6,460.35,422.7,,1393.55,,241.45,353.2,,,665.2,
2005-04-11,,391.15,,,,,361.1,845.15,248.65,,748.0,317.7,210.8,1200.15,368.85,701.3,557.05,,,,394.55,54.85,,452.85,1398.05,,332.15,957.55,402.2,,85.0,875.95,,547.35,642.45,335.9,460.3,418.9,,1363.6,,231.2,353.25,,,652.55,
2005-04-12,,391.15,,,,,365.1,849.65,249.85,,746.75,318.35,213.35,1200.05,370.15,708.4,558.5,,,,408.4,56.55,,450.1,1404.25,,337.85,968.0,407.65,,85.5,883.7,,548.7,646.6,338.95,460.25,420.9,,1382.0,,240.2,360.2,,,645.8,
2005-04-13,,391.4,,,,,366.1,850.0,249.5,,737.3,317.95,213.25,1208.9,376.15,722.8,561.45,,,,412.0,56.35,,449.35,1417.45,,330.05,965.65,411.65,,86.1,878.95,,545.55,645.7,352.2,462.3,424.3,,1401.6,,238.85,366.45,,,645.45,
2005-04-15,,389.95,,,,,363.6,841.25,234.4,,711.95,307.5,207.25,1184.25,360.75,702.65,538.55,,,,403.1,54.15,,444.6,1376.85,,315.85,952.2,404.7,,84.0,850.55,,529.75,621.75,341.9,461.6,410.1,,1319.0,,227.55,370.2,,,605.6,
2005-04-18,,391.1,,,,,374.3,832.05,232.1,,687.7,307.2,202.35,1171.25,357.95,691.5,520.35,,,,386.8,51.9,,450.05,1379.2,,307.15,961.3,412.15,,83.05,831.0,,518.55,620.1,336.2,461.95,420.75,,1318.65,,233.35,372.75,,,594.75,
2005-04-19,,392.5,,,,,367.8,830.3,234.55,,689.25,308.3,200.5,1182.35,342.9,705.35,531.3,,,,383.8,52.75,,446.6,1375.1,,294.35,942.0,415.0,,83.4,840.55,,514.0,616.45,345.5,463.15,415.25,,1208.7,,233.0,360.65,,,576.95,
2005-04-20,,391.0,,,,,367.35,830.3,239.1,,692.25,310.05,209.2,1199.5,344.45,717.85,540.75,,,,378.3,52.2,,440.4,1372.45,,297.15,950.65,427.0,,84.55,855.55,,530.05,620.65,344.3,470.6,432.65,,1116.2,,244.4,360.75,,,594.95,
2005-04-21,,391.0,,,,,369.05,834.6,241.7,,691.4,312.75,211.35,1208.65,350.25,726.5,545.75,,,,383.45,52.85,,442.2,1399.1,,297.05,973.0,432.85,,85.25,851.6,,542.9,628.5,344.3,486.1,439.5,,1142.4,,266.4,364.7,,,604.05,
2005-04-22,,392.25,,,,,363.95,831.2,244.5,,681.8,315.3,210.05,1200.7,370.05,726.7,540.2,,,,396.45,52.85,,443.75,1393.6,,320.7,992.45,439.35,,85.1,858.1,,547.5,620.4,359.45,495.1,437.1,,1166.75,,271.55,360.55,,,643.95,
2005-04-25,,389.85,,,,,362.7,840.55,243.7,,660.25,308.55,212.85,1210.5,358.7,730.35,540.0,,,,408.1,52.6,,450.0,1384.75,,315.0,995.2,440.7,,85.95,861.05,,546.7,624.15,358.75,490.35,444.3,,1156.95,,266.85,354.9,,,648.45,
2005-04-26,,386.3,,,,,361.8,855.65,244.05,,666.35,314.5,211.85,1220.55,347.4,720.25,538.65,,,,404.7,51.9,,450.05,1381.25,,317.85,975.6,430.8,,85.75,845.25,,547.15,624.8,366.3,486.95,434.45,,1136.7,,266.35,346.6,,,639.95,
2005-04-27,,378.7,,,,,356.8,854.9,254.95,,656.0,315.3,208.2,1222.4,341.0,726.1,537.45,,,,383.9,51.75,,449.25,1401.7,,314.0,967.8,418.45,,84.5,831.45,,539.0,619.95,352.65,482.25,433.15,,1115.65,,255.3,341.05,,,635.0,
2005-04-28,,367.8,,,,,354.4,851.0,257.7,,645.05,315.55,204.95,1215.6,346.55,752.45,539.85,,,,379.15,51.8,,444.05,1450.3,,307.1,971.25,414.8,,81.6,836.8,,543.85,604.2,378.5,514.65,427.85,,1114.8,,250.35,337.65,,,643.35,
2005-04-29,,372.05,,,,,346.65,853.05,264.1,,637.25,315.2,203.9,1162.5,334.85,731.2,535.0,,,,359.95,50.75,,440.5,1437.7,,303.05,966.6,406.4,,82.15,811.2,,528.05,584.85,372.7,499.3,413.5,,1131.1,,243.85,334.15,,,630.8,
2005-05-02,,370.45,,,,,364.05,854.25,265.7,,633.75,313.4,207.1,1141.85,338.35,736.55,539.75,,,,360.35,50.3,,449.1,1408.95,,301.8,968.3,403.25,,82.1,827.1,,533.85,589.35,368.55,496.15,418.75,,1128.9,,243.25,333.35,,,638.0,
2005-05-03,,379.5,,,,,359.75,842.55,264.8,,637.05,315.55,210.45,1137.25,340.3,747.8,540.3,,,,362.45,50.35,,442.9,1413.7,,302.85,969.5,410.65,,82.05,825.55,,540.95,599.15,367.2,501.0,424.3,,1108.6,,246.75,330.05,,,627.35,
2005-05-04,,377.25,,,,,364.6,850.8,266.6,,651.75,317.9,211.5,1128.55,341.2,753.75,539.15,,,,367.3,51.05,,447.3,1426.4,,305.65,996.9,413.7,,82.05,835.2,,541.35,607.3,369.65,492.6,418.25,,1120.85,,249.9,353.6,,,630.95,
2005-05-05,,374.55,,,,,365.3,854.2,267.1,,671.95,324.55,211.7,1139.35,342.15,743.85,546.55,,,,376.7,54.7,,450.55,1416.2,,319.0,1032.9,415.6,,82.6,857.15,,541.15,616.2,373.05,494.4,420.3,,1136.85,,250.25,358.25,,,637.4,
2005-05-06,,379.0,,,,,378.35,861.6,271.3,,667.8,327.15,217.25,1149.5,347.2,743.0,540.95,,,,377.7,53.6,,454.95,1441.0,,321.85,1011.65,432.65,,83.0,862.05,,549.1,617.1,367.5,493.65,425.35,,1167.5,,247.8,364.7,,,636.15,
2005-05-09,,378.75,,,,,371.75,860.7,274.4,,677.05,326.8,217.6,1149.5,352.4,742.1,540.25,,,,382.3,55.75,,458.1,1483.0,,321.4,1022.7,439.8,,84.3,871.55,,553.4,621.7,363.05,505.75,437.1,,1175.25,,255.45,358.9,,,646.25,
2005-05-10,,380.2,,,,,363.1,862.3,274.65,,663.55,315.8,217.25,1150.75,357.4,735.9,540.75,,,,392.05,55.2,,447.25,1472.05,,321.5,1016.55,437.35,,84.8,878.75,,544.25,617.25,367.65,502.4,428.15,,1152.5,,253.85,356.6,,,647.8,
2005-05-11,,384.8,,,,,363.1,865.0,276.35,,655.05,321.35,217.45,1142.3,346.85,735.1,535.0,,,,393.2,54.45,,447.55,1476.25,,332.55,1001.9,433.15,,84.95,875.25,,542.5,615.2,369.75,495.15,429.3,,1149.1,,251.7,348.45,,,637.8,
2005-05-12,,380.3,,,,,373.55,865.6,277.7,,658.1,329.25,218.7,1150.95,355.35,753.3,529.35,,,,391.7,56.9,,452.6,1467.0,,329.65,1015.0,438.2,,84.7,884.6,,539.05,618.85,372.1,504.6,433.4,,1146.75,,274.8,357.15,,,643.25,
2005-05-13,,384.75,,,,,372.4,859.35,282.65,,669.25,332.05,217.1,1144.25,353.75,766.5,533.0,,,,392.2,56.8,,447.6,1480.05,,343.55,1021.1,434.7,,84.6,880.15,,536.25,619.35,373.45,508.45,432.5,,1148.6,,279.5,351.1,,,636.2,
2005-05-16,,390.75,,,,,375.9,867.35,280.65,,675.65,335.75,219.1,1136.0,347.75,764.8,539.6,,,,398.1,57.2,,442.95,1487.25,,347.65,1030.9,453.9,,85.1,889.6,,540.25,633.4,372.6,509.15,448.7,,1154.3,,285.75,343.35,,,659.0,
2005-05-17,,394.6,,,,,376.15,870.05,279.85,,680.9,341.2,215.7,1134.85,343.5,766.35,536.8,,,,396.5,58.55,,436.75,1478.8,,344.85,1026.2,446.0,,83.8,874.45,,525.95,627.4,361.35,509.85,446.65,,1150.55,,275.0,336.1,,,657.45,
2005-05-18,,388.6,,,,,374.4,863.05,278.1,,681.05,326.3,222.45,1124.05,338.1,761.85,534.95,,,,390.65,60.3,,429.6,1485.5,,341.85,1030.6,447.8,,84.35,862.15,,529.6,641.25,358.05,513.05,436.8,,1142.7,,274.85,327.35,,,652.35,
2005-05-19,,390.05,,,,,375.9,849.3,277.05,,682.15,323.15,221.25,1129.5,341.45,762.15,543.1,,,,393.7,61.45,,439.5,1498.75,,342.45,1044.15,446.15,,84.0,855.25,,524.3,638.6,362.15,512.7,435.75,,1162.5,,293.3,327.9,,,658.05,
2005-05-20,,390.15,,,,,379.85,845.1,273.4,,689.3,327.3,221.35,1123.8,343.35,761.45,537.65,,,,397.45,60.5,,448.75,1497.65,,346.95,1077.0,445.2,,83.8,848.3,,520.45,649.0,360.2,511.15,432.1,,1169.65,,291.1,325.55,,,663.3,
2005-05-23,,384.2,,,,,397.8,844.8,273.4,,694.95,323.25,221.3,1120.35,350.4,757.55,549.95,,,,402.55,59.35,,458.9,1491.85,,350.2,1080.95,453.85,,84.1,868.5,,531.15,650.45,362.05,515.25,432.95,,1223.8,,293.25,318.2,,,666.4,
2005-05-24,,386.1,,,,,397.75,837.95,279.35,,691.15,322.65,222.75,1117.25,353.4,754.8,546.5,,,,399.3,59.05,,459.05,1502.55,,350.05,1081.0,458.05,,83.85,872.75,,531.0,662.7,362.9,531.85,445.45,,1234.85,,293.1,319.45,,,682.45,
2005-05-25,,389.0,,,,,399.1,851.05,282.25,,704.45,368.65,224.55,1124.1,364.6,757.15,540.25,,,,397.4,62.1,,456.15,1516.0,,350.65,1079.65,460.35,,84.0,883.2,,530.65,677.45,364.05,545.6,443.5,,1260.55,,301.65,324.7,,,687.0,
2005-05-26,,396.85,,,,,387.1,855.6,285.85,,724.5,360.2,226.3,1137.45,376.1,771.05,537.95,,,,400.0,63.65,,455.15,1531.65,,345.3,1104.95,462.55,,82.45,905.4,,530.4,683.65,358.5,558.85,450.2,,1290.05,,301.7,326.3,,,716.3,
2005-05-27,,397.15,,,,,394.5,855.2,287.0,,714.85,337.15,224.1,1136.2,367.05,765.0,540.65,,,,399.05,63.15,,460.75,1570.7,,347.75,1095.65,466.4,,83.1,901.6,,531.25,668.3,355.05,544.3,440.95,,1269.2,,303.4,329.0,,,724.15,
2005-05-30,,390.1,,,,,398.1,860.2,289.75,,724.0,335.45,216.6,1130.05,358.95,760.0,540.2,,,,389.7,61.05,,460.8,1557.45,,346.4,1058.15,466.75,,82.8,911.6,,526.8,662.25,350.4,534.1,432.1,,1319.1,,299.45,320.1,,,707.45,
2005-05-31,,384.15,,,,,390.8,866.1,289.65,,724.8,331.25,213.65,1128.3,368.3,763.6,539.55,,,,392.05,61.65,,464.05,1599.25,,373.45,1048.0,465.45,,83.5,922.75,,535.0,670.45,347.9,525.1,433.05,,1334.25,,301.15,325.55,,,715.75,
2005-06-01,,388.85,,,,,391.45,866.7,292.2,,731.75,332.45,216.4,1122.65,360.15,769.1,535.95,,,,399.4,62.5,,463.65,1591.55,,399.55,1051.2,460.45,,83.55,929.85,,541.0,660.2,350.0,528.55,438.35,,1304.5,,314.35,323.7,,,711.25,
2005-06-02,,386.05,,,,,392.75,867.0,289.3,,734.45,332.3,213.6,1113.25,363.4,764.7,539.75,,,,392.15,66.5,,461.5,1560.9,,385.45,1084.2,451.05,,82.35,924.25,,529.85,655.3,351.55,536.55,436.6,,1268.55,,312.05,316.8,,,700.8,
2005-06-03,,390.8,,,,,389.3,871.0,290.75,,731.15,331.05,212.65,1102.35,366.15,763.9,545.8,,,,393.0,67.5,,461.6,1582.55,,379.2,1112.65,454.15,,83.2,937.45,,553.15,662.45,349.65,543.75,438.4,,1293.15,,320.8,319.6,,,721.65,
2005-06-04,,390.95,,,,,388.4,874.25,289.5,,724.6,325.6,213.3,1105.45,366.55,769.7,539.1,,,,397.25,66.45,,459.55,1581.65,,388.3,1093.25,452.3,,82.85,926.05,,555.2,665.4,350.25,552.65,437.1,,1281.6,,323.95,319.85,,,722.6,
2005-06-06,,390.5,,,,,378.9,875.1,289.85,,722.25,325.0,211.75,1098.2,370.3,781.7,553.25,,,,393.7,67.8,,459.05,1581.4,,390.9,1100.6,455.25,,85.65,936.0,,552.3,682.35,346.75,550.7,436.1,,1280.4,,327.55,315.0,,,716.2,
2005-06-07,,396.35,,,,,374.9,873.25,289.8,,726.8,324.05,211.75,1090.2,368.05,807.45,588.35,,,,405.35,69.0,,458.85,1550.25,,398.6,1107.25,457.55,,86.0,933.25,,547.85,685.95,348.85,554.35,436.0,,1277.65,,324.85,316.1,,,731.55,
2005-06-08,,390.8,,,,,370.15,877.05,295.4,,711.5,325.05,213.0,1100.9,373.9,826.6,585.85,,,,419.6,68.1,,458.6,1580.9,,395.7,1104.8,464.1,,86.55,921.85,,558.45,689.9,342.55,555.2,438.25,,1292.1,,322.65,317.95,,,734.4,
2005-06-09,,391.15,,,,,373.8,877.0,293.6,,706.7,326.05,212.5,1112.35,370.15,838.9,579.1,,,,413.65,68.05,,457.25,1575.75,,393.5,1134.0,459.3,,85.9,910.7,,559.05,689.4,347.75,545.35,435.3,,1277.3,,332.65,329.55,,,725.9,
2005-06-10,,392.7,,,,,376.95,890.3,291.45,,713.85,321.2,210.75,1099.05,369.65,842.25,576.3,,,,408.6,68.05,,453.55,1562.35,,392.35,1101.05,449.35,,85.6,903.55,,566.55,680.65,348.0,550.1,422.75,,1266.15,,347.15,321.0,,,723.8,
2005-06-13,,391.1,,,,,373.9,885.55,290.1,,715.4,320.05,211.8,1092.5,372.8,831.5,582.3,,,,423.75,67.7,,453.25,1572.15,,387.8,1149.85,445.2,,85.0,917.75,,569.6,681.85,340.9,549.1,423.95,,1271.65,,367.8,318.55,,,721.9,
2005-06-14,,395.4,,,,,367.95,885.0,290.4,,722.95,320.8,214.95,1090.0,377.15,822.0,593.5,,,,433.95,72.95,,450.9,1570.6,,390.15,1141.1,435.5,,83.0,929.4,,574.05,686.2,340.0,553.0,419.9,,1266.05,,365.55,322.45,,,723.25,
2005-06-15,,395.5,,,,,371.4,905.85,288.2,,737.1,322.65,221.45,1118.25,378.4,817.7,591.15,,,,433.45,71.7,,450.1,1564.35,,385.0,1141.65,437.35,,83.75,936.3,,574.95,689.0,344.05,562.35,422.5,,1272.15,,366.05,328.65,,,733.55,
2005-06-16,,394.15,,,,,366.6,902.0,285.95,,722.7,320.0,220.0,1115.3,378.05,844.2,595.45,,,,417.05,69.3,,444.2,1549.25,,382.0,1126.75,439.55,,82.9,926.9,,590.25,679.95,340.6,566.4,427.2,,1277.7,,373.45,323.65,,,734.55,
2005-06-17,,391.35,,,,,368.2,900.95,284.95,,719.2,315.1,220.05,1094.75,377.65,859.85,597.15,,,,416.0,67.45,,440.35,1546.15,,377.85,1115.35,443.3,,82.95,919.0,,600.25,667.4,338.85,560.4,419.45,,1267.65,,366.25,319.95,,,743.8,
2005-06-20,,387.15,,,,,371.75,905.1,284.75,,720.6,305.15,220.05,1088.15,391.85,850.1,598.6,,,,405.15,66.05,,437.25,1535.4,,374.15,1100.4,442.25,,82.95,922.2,,630.5,657.05,329.9,564.7,413.95,,1295.9,,356.4,324.95,,,756.55,
2005-06-21,,403.5,,,,,364.9,903.65,304.85,,722.1,310.2,218.75,1097.95,398.05,845.6,602.6,,,,418.2,66.05,,431.25,1540.75,,374.35,1103.9,453.9,,82.95,945.65,,646.15,665.85,329.55,558.05,417.55,,1305.1,,355.55,330.75,,,756.25,
2005-06-22,,403.85,,,,,369.15,901.5,312.45,,729.8,311.05,220.05,1100.7,392.85,872.6,590.05,,,,420.7,66.8,,430.1,1574.75,,390.05,1134.65,465.75,,84.2,958.75,,654.55,661.25,335.15,561.9,425.5,,1333.35,,360.4,331.6,,,759.2,
2005-06-23,,402.6,,,,,364.5,901.1,310.7,,733.65,306.85,220.25,1095.25,387.45,860.1,580.55,,,,418.4,68.3,,429.35,1573.3,,396.85,1116.7,465.3,,84.35,955.55,,650.6,683.2,338.65,566.55,426.85,,1307.4,,361.45,339.65,,,756.55,
2005-06-24,,400.8,,,,,366.8,904.55,314.3,,728.35,306.8,220.4,1098.7,395.2,849.85,582.45,,,,418.35,69.55,,432.05,1602.95,,394.4,1136.8,471.8,,85.55,968.5,,654.65,678.6,346.9,568.95,430.75,,1325.75,,366.8,340.55,,,749.8,
2005-06-27,,405.25,,,,,374.3,907.45,310.7,,726.6,305.05,221.9,1099.55,389.65,852.0,599.65,,,,417.75,69.9,,433.1,1636.85,,397.7,1148.1,477.45,,84.7,989.1,,648.65,671.65,344.15,581.5,432.95,,1316.45,,371.7,339.3,,,754.4,
2005-06-28,,401.2,,,,,368.3,903.35,310.9,,727.15,304.85,219.1,1091.55,380.8,864.4,590.0,,,,417.85,69.1,,431.0,1592.5,,391.0,1123.85,472.85,,82.85,977.4,,629.55,662.05,338.4,564.3,417.55,,1323.55,,362.85,338.1,,,740.65,
2005-06-29,,412.05,,,,,367.35,907.4,310.0,,743.4,300.7,220.2,1061.5,381.05,851.9,601.6,,,,416.95,70.05,,429.75,1614.8,,392.1,1135.85,461.1,,83.95,995.0,,641.85,672.95,339.2,581.7,429.75,,1332.55,,374.65,343.7,,,753.65,
2005-06-30,,411.0,,,,,367.3,906.25,313.65,,753.35,303.95,227.6,1055.95,389.5,890.85,636.05,,,,425.75,66.85,,423.4,1662.1,,392.85,1132.25,464.65,,83.0,1027.45,,642.55,681.9,335.4,583.0,425.45,,1358.1,,378.9,353.7,,,766.3,
2005-07-01,,412.55,,,,,371.25,906.35,319.4,,761.4,302.1,223.0,1060.55,391.25,870.25,618.05,,,,421.25,68.45,,424.7,1670.55,,394.45,1182.8,471.55,,85.0,983.2,,640.1,706.25,353.85,588.0,428.05,,1352.4,,384.25,356.0,,,744.8,
2005-07-04,,419.5,,,,,367.95,918.6,329.1,,777.55,306.2,223.85,1071.45,392.2,880.6,631.95,,,,429.25,71.05,,426.15,1683.15,,399.4,1169.7,463.15,,87.25,988.2,,644.4,711.65,360.25,604.2,427.0,,1359.05,,396.2,355.15,,,746.5,
2005-07-05,,420.5,,,,,365.1,925.05,319.35,,783.0,302.4,225.85,1054.55,380.5,901.8,633.1,,,,432.05,71.0,,420.95,1673.3,,400.25,1183.5,462.75,,86.1,979.7,,638.05,704.3,359.05,602.65,443.4,,1320.2,,403.75,351.4,,,736.1,
2005-07-06,,426.5,,,,,372.4,930.3,320.45,,788.9,302.2,225.2,1059.25,384.8,930.65,646.55,,,,431.95,76.75,,415.45,1676.3,,400.55,1205.95,460.1,,89.3,975.0,,645.2,720.8,353.95,609.65,443.1,,1323.1,,410.1,357.95,,,735.25,
2005-07-07,,421.25,,,,,362.3,936.25,314.4,,772.05,301.65,220.2,1060.75,381.0,901.8,640.55,,,,422.0,72.9,,412.15,1680.85,,402.85,1199.4,448.4,,87.2,931.45,,613.95,710.25,350.0,604.25,436.75,,1309.65,,414.25,359.45,,,710.5,
2005-07-08,,429.8,,,,,360.05,935.05,317.9,,768.85,300.35,220.05,1060.2,384.7,910.35,651.8,,,,424.25,75.65,,412.75,1697.75,,414.05,1224.5,448.2,,88.75,920.2,,620.3,717.7,350.3,617.25,435.1,,1311.1,,448.35,365.25,,,722.9,
